timestamp,instance_id,cloud_provider,region,environment,service_name,instance_type,vcpus,ram_gb,hourly_cost_usd,cpu_utilization_pct,memory_utilization_pct,network_io_mb,p95_latency_ms,request_count,http_5xx_errors,date,hour,day_name,is_weekend,rolling_cpu_24h_avg,rolling_ram_24h_avg,is_idle_zombie,wasted_cost_usd,health_status,sla_breached
2026-07-10 07:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.43,9.56,3.89,24.64,15,0,2026-07-10,7,Friday,0,2.52,8.03,1,0.504,Healthy,0
2026-07-10 08:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.11,9.28,3.6,26.27,14,0,2026-07-10,8,Friday,0,2.51,8.05,1,0.504,Healthy,0
2026-07-10 09:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,3.12,9.47,3.31,20.49,7,0,2026-07-10,9,Friday,0,2.51,8.12,1,0.504,Healthy,0
2026-07-10 10:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,3.33,6.85,8.38,20.08,12,0,2026-07-10,10,Friday,0,2.57,8.09,1,0.504,Healthy,0
2026-07-10 11:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.07,10.0,6.6,22.53,14,0,2026-07-10,11,Friday,0,2.54,8.1,1,0.504,Healthy,0
2026-07-10 12:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.47,9.69,4.09,22.74,13,0,2026-07-10,12,Friday,0,2.54,8.1,1,0.504,Healthy,0
2026-07-10 13:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,3.49,8.3,5.42,17.82,9,0,2026-07-10,13,Friday,0,2.63,8.09,1,0.504,Healthy,0
2026-07-10 14:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,1.75,5.88,1.43,18.84,23,0,2026-07-10,14,Friday,0,2.63,7.92,1,0.504,Healthy,0
2026-07-10 15:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.39,7.64,4.41,26.09,8,0,2026-07-10,15,Friday,0,2.6,8.0,1,0.504,Healthy,0
2026-07-10 16:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,4.26,7.77,5.77,26.5,4,0,2026-07-10,16,Friday,0,2.61,8.04,1,0.504,Healthy,0
2026-07-10 17:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.23,6.0,6.77,18.69,27,0,2026-07-10,17,Friday,0,2.56,7.99,1,0.504,Healthy,0
2026-07-10 18:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,3.49,7.63,2.86,29.84,22,0,2026-07-10,18,Friday,0,2.64,7.87,1,0.504,Healthy,0
2026-07-10 19:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,3.68,8.4,3.88,25.99,0,0,2026-07-10,19,Friday,0,2.67,7.9,1,0.504,Healthy,0
2026-07-10 20:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.86,7.23,5.45,19.82,9,0,2026-07-10,20,Friday,0,2.71,7.86,1,0.504,Healthy,0
2026-07-10 21:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.92,8.0,7.11,25.48,12,0,2026-07-10,21,Friday,0,2.77,7.95,1,0.504,Healthy,0
2026-07-10 22:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,1.67,6.4,2.97,16.8,5,0,2026-07-10,22,Friday,0,2.7,7.87,1,0.504,Healthy,0
2026-07-10 23:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,3.41,5.96,5.02,28.33,12,0,2026-07-10,23,Friday,0,2.78,7.76,1,0.504,Healthy,0
2026-07-11 00:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,3.2,7.3,6.11,23.05,11,0,2026-07-11,0,Saturday,1,2.84,7.75,1,0.504,Healthy,0
2026-07-11 01:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,4.5,7.99,8.48,20.18,13,0,2026-07-11,1,Saturday,1,2.87,7.76,1,0.504,Healthy,0
2026-07-11 02:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.19,7.26,3.88,34.11,13,0,2026-07-11,2,Saturday,1,2.87,7.76,1,0.504,Healthy,0
2026-07-11 03:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.48,5.0,6.82,23.57,22,0,2026-07-11,3,Saturday,1,2.89,7.66,1,0.504,Healthy,0
2026-07-11 04:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,3.01,8.19,2.32,25.32,11,0,2026-07-11,4,Saturday,1,2.88,7.69,1,0.504,Healthy,0
2026-07-11 05:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.68,8.66,3.79,25.18,15,0,2026-07-11,5,Saturday,1,2.85,7.77,1,0.504,Healthy,0
2026-07-11 06:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.37,6.68,5.18,35.32,10,0,2026-07-11,6,Saturday,1,2.84,7.71,1,0.504,Healthy,0
2026-07-11 07:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.89,7.97,4.52,25.67,15,0,2026-07-11,7,Saturday,1,2.86,7.65,1,0.504,Healthy,0
2026-07-11 08:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.97,7.14,7.24,25.98,3,0,2026-07-11,8,Saturday,1,2.89,7.56,1,0.504,Healthy,0
2026-07-11 09:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,1.98,8.94,8.73,32.8,20,0,2026-07-11,9,Saturday,1,2.85,7.54,1,0.504,Healthy,0
2026-07-11 10:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.96,7.86,7.26,29.88,2,0,2026-07-11,10,Saturday,1,2.83,7.58,1,0.504,Healthy,0
2026-07-11 11:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.29,8.42,2.36,22.01,6,0,2026-07-11,11,Saturday,1,2.84,7.51,1,0.504,Healthy,0
2026-07-11 12:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.72,7.52,5.71,26.17,24,0,2026-07-11,12,Saturday,1,2.85,7.42,1,0.504,Healthy,0
2026-07-11 13:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.51,9.9,5.6,24.14,26,0,2026-07-11,13,Saturday,1,2.81,7.49,1,0.504,Healthy,0
2026-07-11 14:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,3.63,6.59,7.95,23.25,17,0,2026-07-11,14,Saturday,1,2.89,7.52,1,0.504,Healthy,0
2026-07-11 15:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.92,5.91,6.78,32.02,11,0,2026-07-11,15,Saturday,1,2.91,7.45,1,0.504,Healthy,0
2026-07-11 16:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,1.67,6.83,4.49,24.73,15,0,2026-07-11,16,Saturday,1,2.8,7.41,1,0.504,Healthy,0
2026-07-11 17:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.18,7.29,3.68,23.17,33,0,2026-07-11,17,Saturday,1,2.8,7.46,1,0.504,Healthy,0
2026-07-11 18:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.9,7.88,4.88,23.75,7,0,2026-07-11,18,Saturday,1,2.77,7.47,1,0.504,Healthy,0
2026-07-11 19:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.84,8.38,6.78,28.04,6,0,2026-07-11,19,Saturday,1,2.74,7.47,1,0.504,Healthy,0
2026-07-11 20:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,1.64,7.07,5.52,26.1,13,0,2026-07-11,20,Saturday,1,2.69,7.46,1,0.504,Healthy,0
2026-07-11 21:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.47,6.28,7.7,20.04,23,0,2026-07-11,21,Saturday,1,2.67,7.39,1,0.504,Healthy,0
2026-07-11 22:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,3.43,6.66,6.18,31.81,17,0,2026-07-11,22,Saturday,1,2.74,7.4,1,0.504,Healthy,0
2026-07-11 23:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,1.14,7.96,4.73,33.4,21,0,2026-07-11,23,Saturday,1,2.65,7.49,1,0.504,Healthy,0
2026-07-12 00:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,1.17,10.63,4.48,32.22,14,0,2026-07-12,0,Sunday,1,2.56,7.63,1,0.504,Healthy,0
2026-07-12 01:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.94,7.18,6.88,34.05,9,0,2026-07-12,1,Sunday,1,2.5,7.59,1,0.504,Healthy,0
2026-07-12 02:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.48,9.12,5.2,25.01,9,0,2026-07-12,2,Sunday,1,2.51,7.67,1,0.504,Healthy,0
2026-07-12 03:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,1.89,6.93,8.66,20.16,0,0,2026-07-12,3,Sunday,1,2.49,7.75,1,0.504,Healthy,0
2026-07-12 04:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,1.08,7.96,6.75,23.75,16,0,2026-07-12,4,Sunday,1,2.41,7.74,1,0.504,Healthy,0
2026-07-12 05:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.28,9.14,7.32,18.23,19,0,2026-07-12,5,Sunday,1,2.39,7.76,1,0.504,Healthy,0
2026-07-12 06:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.25,5.85,8.26,23.56,18,0,2026-07-12,6,Sunday,1,2.38,7.73,1,0.504,Healthy,0
2026-07-12 07:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,3.38,6.92,1.69,21.52,22,0,2026-07-12,7,Sunday,1,2.4,7.68,1,0.504,Healthy,0
2026-07-12 08:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.01,6.41,5.16,34.65,14,0,2026-07-12,8,Sunday,1,2.36,7.65,1,0.504,Healthy,0
2026-07-12 09:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.87,6.8,4.86,27.73,10,0,2026-07-12,9,Sunday,1,2.4,7.56,1,0.504,Healthy,0
2026-07-12 10:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,1.92,9.2,6.32,35.28,16,0,2026-07-12,10,Sunday,1,2.36,7.62,1,0.504,Healthy,0
2026-07-12 11:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,1.59,8.14,3.02,35.02,5,0,2026-07-12,11,Sunday,1,2.33,7.61,1,0.504,Healthy,0
2026-07-12 12:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,3.39,9.15,5.51,26.64,9,0,2026-07-12,12,Sunday,1,2.36,7.67,1,0.504,Healthy,0
2026-07-12 13:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,3.17,8.21,6.13,27.8,9,0,2026-07-12,13,Sunday,1,2.39,7.6,1,0.504,Healthy,0
2026-07-12 14:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,1.76,5.23,5.86,26.87,19,0,2026-07-12,14,Sunday,1,2.31,7.55,1,0.504,Healthy,0
2026-07-12 15:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,3.56,9.05,5.29,28.92,25,0,2026-07-12,15,Sunday,1,2.33,7.68,1,0.504,Healthy,0
2026-07-12 16:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,1.52,9.85,6.27,21.97,13,0,2026-07-12,16,Sunday,1,2.33,7.8,1,0.504,Healthy,0
2026-07-12 17:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,1.03,7.11,8.87,21.71,9,0,2026-07-12,17,Sunday,1,2.28,7.8,1,0.504,Healthy,0
2026-07-12 18:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.43,7.23,1.19,29.27,14,0,2026-07-12,18,Sunday,1,2.26,7.77,1,0.504,Healthy,0
2026-07-12 19:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.59,7.46,4.64,19.27,17,0,2026-07-12,19,Sunday,1,2.25,7.73,1,0.504,Healthy,0
2026-07-12 20:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.39,6.48,6.84,27.07,29,0,2026-07-12,20,Sunday,1,2.28,7.71,1,0.504,Healthy,0
2026-07-12 21:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.22,8.26,3.2,21.8,5,0,2026-07-12,21,Sunday,1,2.27,7.79,1,0.504,Healthy,0
2026-07-12 22:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.74,10.05,6.59,34.06,22,0,2026-07-12,22,Sunday,1,2.24,7.93,1,0.504,Healthy,0
2026-07-12 23:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.84,6.89,6.66,22.63,17,0,2026-07-12,23,Sunday,1,2.31,7.89,1,0.504,Healthy,0
2026-07-13 00:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,1.41,7.87,2.95,33.93,15,0,2026-07-13,0,Monday,0,2.32,7.77,1,0.504,Healthy,0
2026-07-13 01:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,3.43,8.99,4.5,27.05,12,0,2026-07-13,1,Monday,0,2.34,7.85,1,0.504,Healthy,0
2026-07-13 02:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.51,8.9,5.5,29.82,35,0,2026-07-13,2,Monday,0,2.34,7.84,1,0.504,Healthy,0
2026-07-13 03:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,3.64,6.3,2.92,25.34,11,0,2026-07-13,3,Monday,0,2.42,7.81,1,0.504,Healthy,0
2026-07-13 04:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.07,6.01,3.12,23.77,4,0,2026-07-13,4,Monday,0,2.46,7.73,1,0.504,Healthy,0
2026-07-13 05:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.84,8.32,7.16,22.48,17,0,2026-07-13,5,Monday,0,2.48,7.7,1,0.504,Healthy,0
2026-07-13 06:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.9,8.27,7.64,23.96,16,0,2026-07-13,6,Monday,0,2.51,7.8,1,0.504,Healthy,0
2026-07-13 07:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,3.41,7.56,9.93,23.02,16,0,2026-07-13,7,Monday,0,2.51,7.82,1,0.504,Healthy,0
2026-07-13 08:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.3,9.43,1.52,26.58,36,0,2026-07-13,8,Monday,0,2.52,7.95,1,0.504,Healthy,0
2026-07-13 09:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,3.71,7.39,2.4,33.9,9,0,2026-07-13,9,Monday,0,2.56,7.97,1,0.504,Healthy,0
2026-07-13 10:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,3.65,7.73,1.0,29.42,0,0,2026-07-13,10,Monday,0,2.63,7.91,1,0.504,Healthy,0
2026-07-13 11:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.46,6.04,5.85,28.48,12,0,2026-07-13,11,Monday,0,2.67,7.82,1,0.504,Healthy,0
2026-07-13 12:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.67,9.21,5.57,23.92,14,0,2026-07-13,12,Monday,0,2.64,7.83,1,0.504,Healthy,0
2026-07-13 13:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,1.97,9.04,4.65,28.58,15,0,2026-07-13,13,Monday,0,2.59,7.86,1,0.504,Healthy,0
2026-07-13 14:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.9,8.8,3.88,17.69,0,0,2026-07-13,14,Monday,0,2.63,8.01,1,0.504,Healthy,0
2026-07-13 15:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.4,9.53,8.08,27.62,18,0,2026-07-13,15,Monday,0,2.58,8.03,1,0.504,Healthy,0
2026-07-13 16:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,3.6,6.79,3.97,25.52,24,0,2026-07-13,16,Monday,0,2.67,7.9,1,0.504,Healthy,0
2026-07-13 17:00:00,i-dev-sandbox-ml,AWS,us-east-1,Development,ml-experiments,r5.2xlarge,8,64,0.504,2.27,7.25,7.47,24.59,16,0,2026-07-13,17,Monday,0,2.72,7.91,1,0.504,Healthy,0
